x1,x2,x3,x4,x5
-0.011903707961996163,-0.012926323646728273,-0.006510548143259947,-0.006155560314979477,0.009583511942941568
0.02184881125919615,0.037438033792964585,-0.0049509292546256875,-0.03779862085015794,-0.0021639978257052632
-0.00458441722330975,0.016380678331696298,0.0065336682196275005,-0.007579065579360296,-0.0018323639360861618
0.006344284245914203,0.013603756552025087,-0.008159769009025633,-0.0034322482967534683,0.008191031412120962
-0.025164217210520277,-0.03708106577630455,-0.0011207345360068053,0.00705743380003629,0.027030221732662875
0.029923889624700214,0.021496335384747326,-0.014910896707415397,0.022108909004161507,-0.016320472016807346
0.006096981147591773,0.0215365739795399,-0.007223630992165612,0.010742947366945107,-0.007725205025944967
-0.003411530808618122,0.007223904955000246,0.017290603843687937,-0.009985570770017485,0.010350284507351658
0.012141568281244663,-0.00041013842040443804,-0.023153740083933942,-0.01745775129050975,-0.013028786383476378
0.025950511767245672,0.016108833922470728,-0.007023812829483041,0.010258420100758859,-0.008455081033341538
0.016467706425432133,0.023381497190321007,0.0032371399519099697,0.013017717937229,-0.009195440230192923
-0.02040964906427755,-0.018637331232495703,-0.0022824156728727743,0.021104527595596712,-0.0002570598720802561
0.003982766503856872,0.024386820461085725,0.0018008274704415695,-0.026527270592940896,0.001191231228905506
-0.04373973535683826,-0.00397259516267713,0.01812784335711474,-0.020130442101478997,0.026811645539698406
0.011800246385796373,0.02051302502895908,0.017704001714628007,-0.04028578601740431,-0.003162648559503522
-0.0027990988383657313,0.013201092025327071,0.010153094000943443,0.010974168504750345,0.002260343594106352
-0.011345614593516231,-0.0010031460253668374,0.003681549070073689,-0.04394728201325567,0.023803354631171218
0.036602814060204714,0.04167430508514648,0.013872097291649265,0.0051438192452366695,0.0031121559424839565
-0.019195890770819523,0.005521209457271955,0.019599571219021703,-0.04143991679119232,0.01082563381893335
0.009690112855543612,-0.018295507720600658,-0.017797638935928763,-0.028839049738073767,0.0019151792462906462
-0.008535885978927316,-0.0015614829462183765,0.004576834380895489,0.004200028422699277,-0.0001062317081148307
0.012311181937942122,-0.01146913804704303,-0.007936922818772885,0.012857408711413082,0.0017923295741323212
0.005412792109654709,0.024321005350602973,0.00778432966960642,-0.03370555894259189,0.000824670857320145
-0.011345182456525698,-0.003173199223450132,0.00034921090801156066,0.005851259184384596,0.0029222235598693985
-0.015366974212384678,-0.016118095407796497,0.007526950850880073,0.007087179680162387,0.007421256387882477
0.001347926710626823,0.017954030950095626,0.010863494888062937,0.007115300734697201,-0.009953512263410987
-0.00630043826749089,-0.002350145759770036,0.008383708926499023,0.007397703955624513,0.018978465307915644
-0.004152854638295035,0.029829144585631746,0.005610605572954246,-0.04860773104008277,0.002728118869532916
0.022787706422954312,0.038825273596100045,0.014445619670068879,-0.0012024375083908901,-0.0047891314373599385
0.011495036377441937,0.004417787653896294,0.01223792413190895,-0.05180003905156085,0.009565110651316672
-0.011593555001970453,-0.003905978258622304,0.0161719908706629,-0.019913249412236236,0.0076072094676438206
0.0029108706203358715,-0.023210875179398478,-0.01016396536338558,0.0018218299645478035,0.01111423097500514
0.014857058749040288,-0.009685481339863026,0.011328550296184165,-0.02870787490946193,0.005888083008421715
0.016386012983301154,-0.030833446376648175,-0.008002692608359419,0.013887737730213916,0.00710799736550132
0.016956205346478924,-0.012727830312436057,-0.023071750136296757,0.012452988160641306,-0.008778521469394583
0.008510871027410155,0.035353331579341556,0.004151472481660512,-0.030165007913853695,-0.010684834276645058
-0.000406594267983573,-0.02285224295392533,-0.027417709351674084,-0.0210804634172216,0.007591335998223034
0.023247590168712518,0.015768644316843182,0.004587423199531612,-0.02376012962771038,0.017256863378206852
-0.0180210789452876,-0.005536349866721849,-0.0067202090299090965,0.023743737701924467,-0.015281168271151346
-0.008158859571348416,-0.00681786757872315,0.001820283711358168,0.01438867611703159,-0.0010780216577565254
-0.01980697763983679,0.01786192301936197,0.028290270756908945,-0.021139631444819187,0.01819771922045813
0.020535074923447225,0.03033820789502136,-0.007655273973327863,-0.03158440977321691,-0.010949108350936437
0.0028630936737772087,0.010639116580764559,0.0011387709330166658,-0.007685335992728524,-0.0037214363159635937
-0.02052751275672129,-0.029486487639308022,-0.0006288467192894942,0.010846142138452272,0.01363683664092994
0.026993267322872033,-0.005279414171292804,-0.016662216347427504,0.024054802291473318,-0.004122182572148706
-0.009599318985177203,-0.01622287183016044,0.0035638230128680506,0.0017471836974602753,0.004839031498072844
0.023209241780906692,0.02495423588687689,-0.00376171185345993,-0.03062073014680674,0.002222864627303174
-0.02274588038643528,0.01610330602222627,0.019304058380544185,0.011962800595786869,-0.002236978629846738
-0.004533891315997268,-0.020204886945255376,0.004071157691668679,0.029481362493835244,-0.006508728387995596
-0.026836287778565098,0.014029566597392504,0.01579900701319719,0.005987583784350437,0.003092068140502157
0.0027530689748775632,0.020959282079761925,0.008217317721427399,-0.024377517527231652,0.00701877296138073
-0.0008961136631895191,0.05061847155467612,0.023912549777902734,-0.015420022992607058,0.00015644308920724753
0.025267881996683055,0.030535066834878867,0.020238288695528038,-0.044928392770018435,0.00795978784092937
-0.004422054931574794,-0.0004239169414629857,-0.004203643568427152,-0.024354253011430422,0.01772111146568378
0.005875506025412478,0.026494924610882934,0.035027182650214574,0.019977857148173277,0.008748818680456736
-0.012752930870885476,-0.01949969992412218,-0.008857483377501193,0.009404874114593807,-0.005349000011554518
-0.006300003882985252,0.011089929078163096,-0.022083474233149342,0.025605906719688237,-0.017586805785311847
0.002164689670403464,0.02145217990439886,0.0012266898394344883,0.004264992701314142,-0.008726806920681849
0.0038948509584982634,0.05036884392809325,0.03032696704564728,0.013766267711103205,-0.012280468850276605
0.008177054360485365,0.05315637593958133,0.030909329450133912,-0.02172787721407995,-0.0020133492572196924
-0.03540595983092418,-0.007548846153223724,0.029648292573140757,0.014877492379152037,0.01787134802603626
0.011338799373123666,-0.0024734013231889306,-0.0041160073974063835,0.006406822073023082,0.001361324483075336
